Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens West,QW09,8,2017,February,19.1,38.7,74.7,51.8
Staten Island,SI01,8,2017,February,19.3,36.0,74.5,48.3
Staten Island,SI02,8,2017,February,20.5,40.8,74.5,51.6
Staten Island,SI03,8,2017,February,21.4,43.4,77.7,54.4
Brooklyn North,BKN01,7,2017,January,16.5,48.8,49.7,49.1
Brooklyn North,BKN02,7,2017,January,20.4,33.9,57.3,40.5
Brooklyn North,BKN03,7,2017,January,13.0,36.5,44.3,39.7
Brooklyn North,BKN04,7,2017,January,16.1,37.6,67.2,49.7
Brooklyn North,BKN05,7,2017,January,11.0,26.6,45.7,34.4
Brooklyn North,BKN08,7,2017,January,18.4,47.8,61.8,53.6
Brooklyn North,BKN09,7,2017,January,13.9,31.2,43.7,35.7
Brooklyn North,BKN16,7,2017,January,9.2,23.2,36.5,28.6
Brooklyn North,BKN17,7,2017,January,14.9,28.6,62.9,41.1
Brooklyn South,BKS06,7,2017,January,33.1,47.8,86.0,58.6
Brooklyn South,BKS07,7,2017,January,22.6,46.0,72.2,55.5
Brooklyn South,BKS10,7,2017,January,26.9,56.5,78.2,64.4
Brooklyn South,BKS11,7,2017,January,21.3,47.5,65.6,54.1
Brooklyn South,BKS12,7,2017,January,15.6,52.2,43.9,48.8
Brooklyn South,BKS13,7,2017,January,15.4,44.1,52.5,47.9
Brooklyn South,BKS14,7,2017,January,15.9,33.5,55.2,40.3
Brooklyn South,BKS15,7,2017,January,19.8,49.2,62.7,54.1
Brooklyn South,BKS18,7,2017,January,17.6,34.5,64.8,44.2
Bronx,BX01,7,2017,January,7.4,20.6,26.3,23.2
Bronx,BX02,7,2017,January,14.2,33.3,55.3,43.2
Bronx,BX03,7,2017,January,9.5,26.4,33.9,29.8
Bronx,BX04,7,2017,January,12.0,30.0,47.5,37.9
Bronx,BX05,7,2017,January,12.4,28.3,52.1,39.0
Bronx,BX06,7,2017,January,14.1,34.1,42.5,37.9
Bronx,BX07,7,2017,January,15.1,36.5,60.5,47.3
Bronx,BX08,7,2017,January,22.1,41.5,80.6,53.7
Bronx,BX09,7,2017,January,10.7,23.6,43.3,31.7
Bronx,BX10,7,2017,January,20.1,43.1,67.5,52.0
Bronx,BX11,7,2017,January,15.6,33.3,57.6,42.1
Bronx,BX12,7,2017,January,18.2,35.3,75.9,50.1
Manhattan,MN01,7,2017,January,27.9,44.3,71.0,51.2
Manhattan,MN02,7,2017,January,28.9,41.7,77.1,50.8
Manhattan,MN03,7,2017,January,15.7,45.3,44.0,44.7
Manhattan,MN04,7,2017,January,24.2,33.6,74.5,44.1
Manhattan,MN05,7,2017,January,22.2,32.9,59.6,39.7
Manhattan,MN06,7,2017,January,24.2,34.2,71.0,43.6
Manhattan,MN07,7,2017,January,28.8,42.2,77.3,51.2
Manhattan,MN08,7,2017,January,28.3,41.1,73.1,49.3
Manhattan,MN09,7,2017,January,19.5,57.4,48.1,53.2
Manhattan,MN10,7,2017,January,15.8,40.7,55.4,47.3
Manhattan,MN11,7,2017,January,12.6,42.7,31.7,37.7
Manhattan,MN12,7,2017,January,17.4,47.0,58.8,52.3
Queens East,QE07,7,2017,January,20.5,49.3,66.3,55.5
Queens East,QE08,7,2017,January,17.5,30.8,54.3,37.5
Queens East,QE10,7,2017,January,23.5,38.3,82.7,52.5
Queens East,QE11,7,2017,January,30.9,53.8,83.0,63.1
Queens East,QE12,7,2017,January,15.5,35.8,68.0,49.3
Queens East,QE13,7,2017,January,20.8,36.1,87.1,52.4
Queens East,QE14,7,2017,January,13.2,31.2,39.7,34.3
Queens West,QW01,7,2017,January,22.1,49.3,78.0,59.7
Queens West,QW02,7,2017,January,22.6,51.0,75.6,60.0
Queens West,QW03,7,2017,January,16.1,32.8,63.3,43.9
Queens West,QW04,7,2017,January,16.2,34.7,61.5,44.5
Queens West,QW05,7,2017,January,28.3,50.3,89.3,64.5
Queens West,QW06,7,2017,January,23.0,32.4,73.1,42.9
Queens West,QW09,7,2017,January,21.7,43.5,80.0,56.8
Staten Island,SI01,7,2017,January,21.5,39.8,75.6,51.2
Staten Island,SI02,7,2017,January,23.0,44.7,76.6,54.9
Staten Island,SI03,7,2017,January,23.7,47.2,79.1,57.4
Brooklyn North,BKN01,1,2017,July,15.2,45.4,46.4,45.9
Brooklyn North,BKN02,1,2017,July,17.1,30.4,53.5,37.2
Brooklyn North,BKN03,1,2017,July,11.2,31.6,37.5,34.3
Brooklyn North,BKN04,1,2017,July,13.9,32.9,54.1,42.5
Brooklyn North,BKN05,1,2017,July,9.7,23.7,36.6,29.6
Brooklyn North,BKN08,1,2017,July,15.2,44.4,49.0,46.5
Brooklyn North,BKN09,1,2017,July,11.6,30.6,38.9,33.9
Brooklyn North,BKN16,1,2017,July,8.3,22.0,29.6,25.5
Brooklyn North,BKN17,1,2017,July,13.1,27.8,54.2,38.3
Brooklyn South,BKS06,1,2017,July,28.4,43.4,82.2,54.8
Brooklyn South,BKS07,1,2017,July,19.9,46.1,62.8,52.7
Brooklyn South,BKS10,1,2017,July,23.9,56.4,69.7,61.7
Brooklyn South,BKS11,1,2017,July,17.7,47.5,57.5,51.5
Brooklyn South,BKS12,1,2017,July,14.7,49.9,38.9,44.9
Brooklyn South,BKS13,1,2017,July,14.3,37.6,56.5,45.7
Brooklyn South,BKS14,1,2017,July,14.2,31.8,54.4,39.1
Brooklyn South,BKS15,1,2017,July,17.4,47.3,56.1,50.8
Brooklyn South,BKS18,1,2017,July,15.1,35.3,59.7,43.9
Bronx,BX01,1,2017,July,6.6,17.8,25.4,21.0
Bronx,BX02,1,2017,July,12.5,29.5,53.7,39.9
Bronx,BX03,1,2017,July,9.8,25.4,38.9,31.2
Bronx,BX04,1,2017,July,10.9,26.9,45.3,34.8
Bronx,BX05,1,2017,July,11.7,25.7,52.9,37.4
Bronx,BX06,1,2017,July,12.2,34.6,45.3,39.2
Bronx,BX07,1,2017,July,13.5,31.3,59.3,43.3
Bronx,BX08,1,2017,July,20.0,41.4,78.1,53.3
Bronx,BX09,1,2017,July,9.7,23.4,37.0,29.6
Bronx,BX10,1,2017,July,18.3,43.0,62.0,50.6
Bronx,BX11,1,2017,July,14.0,34.9,49.5,40.7
Bronx,BX12,1,2017,July,16.3,33.9,68.4,47.6
Manhattan,MN01,1,2017,July,27.2,49.7,57.8,51.9
Manhattan,MN02,1,2017,July,24.4,39.0,70.0,47.4
Manhattan,MN03,1,2017,July,13.1,40.4,42.5,41.3
Manhattan,MN04,1,2017,July,22.4,32.8,72.7,43.6
Manhattan,MN05,1,2017,July,18.1,30.0,49.5,35.2
Manhattan,MN06,1,2017,July,22.1,34.5,65.4,42.9
Manhattan,MN07,1,2017,July,25.6,41.5,70.2,49.2
Manhattan,MN08,1,2017,July,26.3,44.1,69.5,51.0
Manhattan,MN09,1,2017,July,18.6,67.4,46.6,58.5
Manhattan,MN10,1,2017,July,14.3,37.7,54.5,44.9
Manhattan,MN11,1,2017,July,12.3,44.8,31.8,39.2
Manhattan,MN12,1,2017,July,15.8,43.6,59.6,50.5
Queens East,QE07,1,2017,July,17.4,47.1,56.3,50.8
Queens East,QE08,1,2017,July,15.5,27.5,48.8,33.8
Queens East,QE10,1,2017,July,21.0,36.4,78.4,51.3
Queens East,QE11,1,2017,July,21.4,54.9,75.4,62.2
Queens East,QE12,1,2017,July,13.7,33.5,57.5,45.1
Queens East,QE13,1,2017,July,17.8,34.8,82.4,51.6
Queens East,QE14,1,2017,July,11.4,29.2,39.1,33.1
Queens West,QW01,1,2017,July,19.9,50.4,69.6,58.1
Queens West,QW02,1,2017,July,19.5,50.3,67.0,56.9
Queens West,QW03,1,2017,July,13.9,31.6,53.9,40.5
Queens West,QW04,1,2017,July,14.2,35.0,51.3,41.5
Queens West,QW05,1,2017,July,22.9,48.2,81.4,61.4
Queens West,QW06,1,2017,July,20.7,30.7,66.0,40.2
Queens West,QW09,1,2017,July,18.0,40.1,71.3,52.5
Staten Island,SI01,1,2017,July,19.1,38.6,71.5,50.3
Staten Island,SI02,1,2017,July,18.7,43.8,73.1,54.2
Staten Island,SI03,1,2017,July,20.2,46.8,80.8,58.8
Brooklyn North,BKN01,12,2017,June,15.4,45.2,46.4,45.7
Brooklyn North,BKN02,12,2017,June,19.4,35.8,56.8,42.0
Brooklyn North,BKN03,12,2017,June,11.8,32.9,43.1,37.0
Brooklyn North,BKN04,12,2017,June,14.8,34.7,63.3,46.4
Brooklyn North,BKN05,12,2017,June,10.1,24.3,42.3,31.6
Brooklyn North,BKN08,12,2017,June,16.6,46.3,57.3,50.8
Brooklyn North,BKN09,12,2017,June,12.6,33.1,42.6,36.7
Brooklyn North,BKN16,12,2017,June,9.6,22.4,34.3,27.2
Brooklyn North,BKN17,12,2017,June,13.5,29.2,60.4,41.1
Brooklyn South,BKS06,12,2017,June,29.1,49.2,81.8,58.8
Brooklyn South,BKS07,12,2017,June,20.5,48.4,71.1,57.1
Brooklyn South,BKS10,12,2017,June,23.7,56.5,73.4,63.0
Brooklyn South,BKS11,12,2017,June,18.1,47.5,61.1,52.7
Brooklyn South,BKS12,12,2017,June,14.0,44.1,43.3,43.8
Brooklyn South,BKS13,12,2017,June,14.7,43.8,49.0,46.1
Brooklyn South,BKS14,12,2017,June,14.1,37.0,52.6,42.3
Brooklyn South,BKS15,12,2017,June,20.0,50.0,61.6,54.4
Brooklyn South,BKS18,12,2017,June,15.2,40.3,73.0,51.9
Bronx,BX01,12,2017,June,7.3,22.5,27.0,24.5
Bronx,BX02,12,2017,June,13.3,37.4,54.0,44.6
Bronx,BX03,12,2017,June,9.3,28.8,34.4,31.2
Bronx,BX04,12,2017,June,11.6,30.9,49.7,39.1
Bronx,BX05,12,2017,June,11.9,30.4,52.0,39.9
Bronx,BX06,12,2017,June,13.9,37.1,42.6,39.5
Bronx,BX07,12,2017,June,14.1,35.4,63.0,47.5
Bronx,BX08,12,2017,June,20.3,49.3,77.4,58.9
Bronx,BX09,12,2017,June,10.3,24.4,43.6,32.2
Bronx,BX10,12,2017,June,18.3,43.5,68.2,52.9
Bronx,BX11,12,2017,June,14.1,34.8,56.3,43.0
Bronx,BX12,12,2017,June,16.4,35.2,74.3,50.0
Manhattan,MN01,12,2017,June,26.9,44.8,76.1,52.3
Manhattan,MN02,12,2017,June,25.7,39.9,84.1,50.5
Manhattan,MN03,12,2017,June,14.7,47.0,46.7,46.8
Manhattan,MN04,12,2017,June,21.4,31.3,77.5,42.5
Manhattan,MN05,12,2017,June,18.8,29.0,63.7,37.4
Manhattan,MN06,12,2017,June,21.3,32.0,72.1,41.6
Manhattan,MN07,12,2017,June,26.0,40.7,81.8,50.6
Manhattan,MN08,12,2017,June,25.1,40.3,78.8,49.6
Manhattan,MN09,12,2017,June,18.2,59.8,49.5,55.3
Manhattan,MN10,12,2017,June,14.2,39.4,56.9,47.0
Manhattan,MN11,12,2017,June,12.1,44.8,32.6,39.5
Manhattan,MN12,12,2017,June,15.5,45.2,58.2,50.9
Queens East,QE07,12,2017,June,17.9,48.6,64.1,54.4
Queens East,QE08,12,2017,June,15.5,29.9,51.1,36.2
Queens East,QE10,12,2017,June,20.2,44.2,91.7,61.1
Queens East,QE11,12,2017,June,25.6,64.5,89.1,73.2
Queens East,QE12,12,2017,June,14.0,37.2,66.8,50.8
Queens East,QE13,12,2017,June,17.2,39.1,93.9,58.6
Queens East,QE14,12,2017,June,11.8,31.2,43.5,35.9
Queens West,QW01,12,2017,June,19.8,52.1,73.6,60.3
Queens West,QW02,12,2017,June,19.4,51.9,71.2,59.2
Queens West,QW03,12,2017,June,14.4,32.9,61.9,43.9
Queens West,QW04,12,2017,June,15.4,36.8,63.7,47.0
Queens West,QW05,12,2017,June,24.0,47.9,87.8,63.1
Queens West,QW06,12,2017,June,20.7,30.1,75.8,41.1
Queens West,QW09,12,2017,June,18.8,42.8,76.8,55.8
Staten Island,SI01,12,2017,June,20.1,46.5,87.2,61.0
Staten Island,SI02,12,2017,June,19.5,52.3,88.1,65.0
Staten Island,SI03,12,2017,June,19.8,53.6,90.1,66.6
Brooklyn North,BKN01,9,2017,March,14.0,42.8,45.1,43.7
Brooklyn North,BKN02,9,2017,March,18.3,31.9,55.8,38.7
Brooklyn North,BKN03,9,2017,March,11.3,32.0,41.2,35.8
Brooklyn North,BKN04,9,2017,March,14.3,32.2,63.7,45.1
Brooklyn North,BKN05,9,2017,March,9.9,23.9,42.4,31.4
Brooklyn North,BKN08,9,2017,March,16.7,45.0,60.7,51.4
Brooklyn North,BKN09,9,2017,March,12.8,29.0,41.6,33.6
Brooklyn North,BKN16,9,2017,March,8.1,21.2,32.0,25.6
Brooklyn North,BKN17,9,2017,March,13.7,26.6,58.5,38.2
Brooklyn South,BKS06,9,2017,March,30.4,46.5,85.5,57.6
Brooklyn South,BKS07,9,2017,March,21.0,45.5,70.2,54.5
Brooklyn South,BKS10,9,2017,March,24.5,53.4,77.4,62.2
Brooklyn South,BKS11,9,2017,March,19.1,42.4,62.3,49.7
Brooklyn South,BKS12,9,2017,March,14.5,48.5,42.1,45.9
Brooklyn South,BKS13,9,2017,March,14.5,42.3,52.0,46.6
Brooklyn South,BKS14,9,2017,March,14.9,32.1,53.4,38.8
Brooklyn South,BKS15,9,2017,March,18.3,46.0,59.9,51.1
Brooklyn South,BKS18,9,2017,March,15.9,31.6,61.5,41.2
Bronx,BX01,9,2017,March,6.9,19.9,25.3,22.3
Bronx,BX02,9,2017,March,12.5,32.0,50.3,40.2
Bronx,BX03,9,2017,March,8.7,24.4,32.3,28.0
Bronx,BX04,9,2017,March,11.0,28.2,44.5,35.5
Bronx,BX05,9,2017,March,11.5,27.9,48.2,37.0
Bronx,BX06,9,2017,March,14.2,34.5,42.4,38.1
Bronx,BX07,9,2017,March,14.1,33.3,60.0,45.3
Bronx,BX08,9,2017,March,20.1,39.4,76.3,51.0
Bronx,BX09,9,2017,March,9.5,22.0,41.6,30.0
Bronx,BX10,9,2017,March,18.3,40.3,64.0,48.9
Bronx,BX11,9,2017,March,14.1,31.6,53.6,39.6
Bronx,BX12,9,2017,March,17.0,32.8,73.4,47.6
Manhattan,MN01,9,2017,March,27.1,45.6,66.1,50.9
Manhattan,MN02,9,2017,March,26.3,39.1,78.7,49.3
Manhattan,MN03,9,2017,March,14.0,41.2,41.1,41.2
Manhattan,MN04,9,2017,March,22.5,32.1,74.2,42.9
Manhattan,MN05,9,2017,March,19.5,30.4,57.2,37.3
Manhattan,MN06,9,2017,March,22.2,32.9,68.0,41.9
Manhattan,MN07,9,2017,March,27.2,41.5,77.1,50.7
Manhattan,MN08,9,2017,March,26.0,41.0,73.9,49.4
Manhattan,MN09,9,2017,March,18.4,55.5,47.1,51.7
Manhattan,MN10,9,2017,March,14.3,38.9,53.1,45.3
Manhattan,MN11,9,2017,March,11.7,41.1,29.5,35.9
Manhattan,MN12,9,2017,March,15.9,44.1,56.2,49.5
Queens East,QE07,9,2017,March,18.9,47.1,63.1,52.9
Queens East,QE08,9,2017,March,16.1,28.3,52.9,35.3
Queens East,QE10,9,2017,March,20.7,34.2,79.8,48.8
Queens East,QE11,9,2017,March,27.6,50.3,80.3,59.9
Queens East,QE12,9,2017,March,14.3,32.1,65.6,46.2
Queens East,QE13,9,2017,March,18.3,31.6,80.7,47.3
Queens East,QE14,9,2017,March,11.4,28.6,37.5,31.9
Queens West,QW01,9,2017,March,20.1,46.3,73.6,56.2
Queens West,QW02,9,2017,March,19.8,46.7,71.0,55.5
Queens West,QW03,9,2017,March,14.9,30.4,61.7,41.8
Queens West,QW04,9,2017,March,14.6,31.4,57.0,40.7
Queens West,QW05,9,2017,March,26.0,44.4,87.7,60.2
Queens West,QW06,9,2017,March,20.8,29.7,68.6,39.7
Queens West,QW09,9,2017,March,19.4,38.7,76.0,52.3
Staten Island,SI01,9,2017,March,19.0,35.4,72.8,47.3
Staten Island,SI02,9,2017,March,20.5,40.1,74.4,51.1
Staten Island,SI03,9,2017,March,21.5,43.3,78.2,54.4
Brooklyn North,BKN01,11,2017,May,15.0,44.1,46.3,45.0
Brooklyn North,BKN02,11,2017,May,17.9,34.1,55.6,40.5
Brooklyn North,BKN03,11,2017,May,11.4,31.4,42.4,35.8
Brooklyn North,BKN04,11,2017,May,14.0,31.3,62.5,44.0
Brooklyn North,BKN05,11,2017,May,9.4,21.6,41.2,29.6
Brooklyn North,BKN08,11,2017,May,15.5,41.9,55.0,47.2
Brooklyn North,BKN09,11,2017,May,12.9,32.7,44.1,37.0
Brooklyn North,BKN16,11,2017,May,9.4,21.1,36.8,27.5
Brooklyn North,BKN17,11,2017,May,12.9,27.6,58.2,39.2
Brooklyn South,BKS06,11,2017,May,29.4,47.7,82.3,58.0
Brooklyn South,BKS07,11,2017,May,19.7,45.2,69.7,54.5
Brooklyn South,BKS10,11,2017,May,23.5,54.3,74.1,61.8
Brooklyn South,BKS11,11,2017,May,18.2,45.0,62.6,51.7
Brooklyn South,BKS12,11,2017,May,14.3,46.5,42.7,45.0
Brooklyn South,BKS13,11,2017,May,13.4,43.1,47.2,44.9
Brooklyn South,BKS14,11,2017,May,13.7,36.6,50.3,41.3
Brooklyn South,BKS15,11,2017,May,17.3,48.2,60.4,52.8
Brooklyn South,BKS18,11,2017,May,14.6,38.8,70.1,50.0
Bronx,BX01,11,2017,May,6.6,19.1,25.9,22.1
Bronx,BX02,11,2017,May,12.5,31.1,56.0,41.9
Bronx,BX03,11,2017,May,8.5,23.6,34.6,28.4
Bronx,BX04,11,2017,May,10.9,28.7,46.6,36.5
Bronx,BX05,11,2017,May,11.2,27.3,51.2,37.7
Bronx,BX06,11,2017,May,14.1,34.4,43.8,38.5
Bronx,BX07,11,2017,May,13.3,32.3,60.3,44.5
Bronx,BX08,11,2017,May,19.2,44.7,76.2,55.5
Bronx,BX09,11,2017,May,9.3,21.3,40.5,29.1
Bronx,BX10,11,2017,May,17.7,40.8,66.2,50.5
Bronx,BX11,11,2017,May,13.5,33.4,53.9,41.2
Bronx,BX12,11,2017,May,15.5,32.9,71.0,47.4
Manhattan,MN01,11,2017,May,25.7,42.8,72.6,50.0
Manhattan,MN02,11,2017,May,24.3,36.8,80.9,47.4
Manhattan,MN03,11,2017,May,14.1,42.9,45.2,43.9
Manhattan,MN04,11,2017,May,22.0,31.9,81.0,43.7
Manhattan,MN05,11,2017,May,18.5,29.3,60.5,36.8
Manhattan,MN06,11,2017,May,21.7,32.5,74.1,42.5
Manhattan,MN07,11,2017,May,25.8,39.8,80.7,49.6
Manhattan,MN08,11,2017,May,25.0,40.1,78.6,49.4
Manhattan,MN09,11,2017,May,18.4,57.8,49.7,54.3
Manhattan,MN10,11,2017,May,14.2,38.9,57.0,46.8
Manhattan,MN11,11,2017,May,11.5,40.9,31.9,37.0
Manhattan,MN12,11,2017,May,15.8,45.2,58.9,51.2
Queens East,QE07,11,2017,May,17.3,46.8,62.1,52.6
Queens East,QE08,11,2017,May,15.3,29.0,51.8,35.7
Queens East,QE10,11,2017,May,20.2,43.2,88.8,59.4
Queens East,QE11,11,2017,May,25.5,60.9,86.2,69.9
Queens East,QE12,11,2017,May,13.6,36.0,65.6,49.6
Queens East,QE13,11,2017,May,16.6,38.0,90.3,56.6
Queens East,QE14,11,2017,May,11.4,30.2,41.8,34.6
Queens West,QW01,11,2017,May,19.0,49.6,71.3,57.8
Queens West,QW02,11,2017,May,19.1,51.1,69.8,58.2
Queens West,QW03,11,2017,May,14.3,32.5,61.5,43.5
Queens West,QW04,11,2017,May,14.3,33.7,60.0,43.7
Queens West,QW05,11,2017,May,24.5,46.8,85.5,61.5
Queens West,QW06,11,2017,May,20.2,29.6,72.9,40.0
Queens West,QW09,11,2017,May,18.2,40.1,75.3,53.5
Staten Island,SI01,11,2017,May,19.4,44.6,83.1,58.3
Staten Island,SI02,11,2017,May,18.6,50.5,81.5,61.5
Staten Island,SI03,11,2017,May,19.3,51.8,88.1,64.7
Brooklyn North,BKN01,5,2017,November,14.9,53.0,44.1,49.0
Brooklyn North,BKN02,5,2017,November,19.2,34.0,57.1,40.3
Brooklyn North,BKN03,5,2017,November,12.1,39.5,41.2,40.3
Brooklyn North,BKN04,5,2017,November,14.0,38.2,56.7,46.6
Brooklyn North,BKN05,5,2017,November,10.3,28.5,39.9,33.7
Brooklyn North,BKN08,5,2017,November,16.4,51.6,53.4,52.4
Brooklyn North,BKN09,5,2017,November,13.1,32.0,48.6,37.7
Brooklyn North,BKN16,5,2017,November,8.6,24.8,31.9,28.0
Brooklyn North,BKN17,5,2017,November,14.5,29.1,66.6,41.9
Brooklyn South,BKS06,5,2017,November,31.3,47.4,85.9,58.0
Brooklyn South,BKS07,5,2017,November,22.9,56.0,77.8,63.5
Brooklyn South,BKS10,5,2017,November,26.7,58.2,86.4,67.8
Brooklyn South,BKS11,5,2017,November,19.9,47.0,72.7,55.7
Brooklyn South,BKS12,5,2017,November,15.2,56.8,41.6,49.9
Brooklyn South,BKS13,5,2017,November,13.9,40.6,51.5,45.4
Brooklyn South,BKS14,5,2017,November,14.9,34.6,55.4,41.2
Brooklyn South,BKS15,5,2017,November,18.4,49.8,67.7,55.9
Brooklyn South,BKS18,5,2017,November,16.9,35.8,66.6,45.5
Bronx,BX01,5,2017,November,6.4,17.9,24.8,20.9
Bronx,BX02,5,2017,November,12.4,32.2,51.8,40.8
Bronx,BX03,5,2017,November,8.5,23.4,33.6,27.8
Bronx,BX04,5,2017,November,10.7,27.1,45.4,35.1
Bronx,BX05,5,2017,November,11.6,27.4,52.1,38.2
Bronx,BX06,5,2017,November,13.8,32.8,44.0,37.7
Bronx,BX07,5,2017,November,13.8,33.1,61.0,45.3
Bronx,BX08,5,2017,November,21.2,44.8,81.6,56.5
Bronx,BX09,5,2017,November,9.5,25.5,38.3,31.3
Bronx,BX10,5,2017,November,19.1,42.8,73.0,53.1
Bronx,BX11,5,2017,November,14.6,33.2,63.8,43.7
Bronx,BX12,5,2017,November,17.6,35.0,82.2,51.1
Manhattan,MN01,5,2017,November,27.9,45.7,76.5,52.8
Manhattan,MN02,5,2017,November,26.0,39.0,84.3,49.4
Manhattan,MN03,5,2017,November,13.9,42.7,42.3,42.5
Manhattan,MN04,5,2017,November,22.6,33.4,79.2,43.9
Manhattan,MN05,5,2017,November,19.9,31.2,63.0,38.5
Manhattan,MN06,5,2017,November,23.2,35.2,76.7,44.7
Manhattan,MN07,5,2017,November,27.7,43.0,83.6,52.3
Manhattan,MN08,5,2017,November,27.0,43.6,80.8,52.2
Manhattan,MN09,5,2017,November,17.8,55.8,47.8,52.3
Manhattan,MN10,5,2017,November,14.5,40.3,54.9,46.7
Manhattan,MN11,5,2017,November,11.9,41.8,32.0,37.6
Manhattan,MN12,5,2017,November,15.8,45.0,57.6,50.5
Queens East,QE07,5,2017,November,21.8,49.7,68.8,56.2
Queens East,QE08,5,2017,November,18.9,30.3,50.3,35.8
Queens East,QE10,5,2017,November,23.9,39.3,81.2,52.5
Queens East,QE11,5,2017,November,28.1,53.2,77.8,61.0
Queens East,QE12,5,2017,November,17.4,35.8,71.7,50.1
Queens East,QE13,5,2017,November,19.6,36.2,83.5,51.1
Queens East,QE14,5,2017,November,12.4,34.2,44.8,37.8
Queens West,QW01,5,2017,November,20.6,50.6,83.3,61.7
Queens West,QW02,5,2017,November,20.5,54.0,79.1,62.5
Queens West,QW03,5,2017,November,15.1,34.1,67.6,45.5
Queens West,QW04,5,2017,November,15.4,36.6,67.1,47.0
Queens West,QW05,5,2017,November,28.2,51.8,92.5,65.6
Queens West,QW06,5,2017,November,24.2,31.3,73.4,41.0
Queens West,QW09,5,2017,November,21.2,43.6,82.7,56.9
Staten Island,SI01,5,2017,November,21.3,39.3,76.6,51.1
Staten Island,SI02,5,2017,November,20.8,44.2,74.0,53.6
Staten Island,SI03,5,2017,November,23.2,46.6,80.1,57.1
Brooklyn North,BKN01,4,2017,October,15.0,52.8,44.3,49.0
Brooklyn North,BKN02,4,2017,October,18.4,33.6,55.0,39.5
Brooklyn North,BKN03,4,2017,October,11.4,37.2,39.2,38.1
Brooklyn North,BKN04,4,2017,October,13.7,37.4,55.9,45.8
Brooklyn North,BKN05,4,2017,October,9.8,26.4,39.0,32.1
Brooklyn North,BKN08,4,2017,October,15.6,49.0,52.1,50.4
Brooklyn North,BKN09,4,2017,October,12.5,31.0,47.3,36.6
Brooklyn North,BKN16,4,2017,October,8.5,24.8,32.4,28.2
Brooklyn North,BKN17,4,2017,October,13.2,27.7,66.8,41.0
Brooklyn South,BKS06,4,2017,October,30.2,46.8,85.5,57.5
Brooklyn South,BKS07,4,2017,October,23.1,62.3,75.4,66.7
Brooklyn South,BKS10,4,2017,October,25.6,56.2,90.5,67.9
Brooklyn South,BKS11,4,2017,October,18.7,45.2,72.3,54.4
Brooklyn South,BKS12,4,2017,October,14.2,50.3,42.3,46.7
Brooklyn South,BKS13,4,2017,October,13.4,39.7,49.9,44.1
Brooklyn South,BKS14,4,2017,October,13.8,32.3,55.6,39.7
Brooklyn South,BKS15,4,2017,October,17.3,46.3,68.1,53.8
Brooklyn South,BKS18,4,2017,October,15.2,33.8,66.1,43.9
Bronx,BX01,4,2017,October,6.3,18.0,24.6,20.9
Bronx,BX02,4,2017,October,12.8,31.7,55.2,41.9
Bronx,BX03,4,2017,October,8.5,23.1,34.6,28.1
Bronx,BX04,4,2017,October,10.7,26.8,45.5,35.0
Bronx,BX05,4,2017,October,11.4,26.1,52.1,37.4
Bronx,BX06,4,2017,October,13.6,32.6,43.2,37.2
Bronx,BX07,4,2017,October,13.2,31.2,59.4,43.5
Bronx,BX08,4,2017,October,19.8,42.8,80.7,54.8
Bronx,BX09,4,2017,October,9.2,24.6,38.3,30.8
Bronx,BX10,4,2017,October,18.0,41.7,73.3,52.5
Bronx,BX11,4,2017,October,13.6,31.8,62.9,42.4
Bronx,BX12,4,2017,October,15.8,33.0,80.5,49.2
Manhattan,MN01,4,2017,October,27.8,46.8,73.7,52.9
Manhattan,MN02,4,2017,October,26.0,39.0,84.6,49.5
Manhattan,MN03,4,2017,October,14.0,43.2,43.3,43.2
Manhattan,MN04,4,2017,October,23.5,34.3,83.6,45.6
Manhattan,MN05,4,2017,October,19.3,30.7,60.2,37.5
Manhattan,MN06,4,2017,October,22.5,34.1,75.5,43.6
Manhattan,MN07,4,2017,October,26.8,41.0,82.6,50.6
Manhattan,MN08,4,2017,October,26.0,41.4,80.3,50.3
Manhattan,MN09,4,2017,October,17.8,56.3,47.6,52.5
Manhattan,MN10,4,2017,October,14.4,39.8,54.9,46.4
Manhattan,MN11,4,2017,October,12.0,41.2,32.4,37.4
Manhattan,MN12,4,2017,October,15.4,43.4,56.5,49.1
Queens East,QE07,4,2017,October,17.7,47.4,69.8,55.1
Queens East,QE08,4,2017,October,15.6,28.3,51.5,34.7
Queens East,QE10,4,2017,October,21.6,37.5,83.2,51.8
Queens East,QE11,4,2017,October,20.9,51.4,80.7,60.6
Queens East,QE12,4,2017,October,13.8,34.5,70.5,48.8
Queens East,QE13,4,2017,October,17.4,35.2,84.0,50.6
Queens East,QE14,4,2017,October,11.5,31.1,44.9,35.8
Queens West,QW01,4,2017,October,19.5,49.1,83.5,60.9
Queens West,QW02,4,2017,October,19.7,52.0,79.2,61.3
Queens West,QW03,4,2017,October,14.2,32.7,66.5,44.2
Queens West,QW04,4,2017,October,14.6,34.4,66.6,45.3
Queens West,QW05,4,2017,October,24.4,49.3,97.5,65.8
Queens West,QW06,4,2017,October,20.7,29.5,75.8,40.1
